"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","monitor","monitor","Apple Magic Keyboard","Bose Companion Speakers","Logitech MK550 Wireless Wave Keyboard and Mouse Combo","desktop","Apple MacBook Pro","desktop","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","Redragon Gaming Mouse","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDMI Cable 6ft","Logitech MK270 Wireless Keyboard and Mouse Combo","laptop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Logitech Desktop MK120 Mouse and keyboard Combo","desktop","laptop","monitor","Microsoft Office Home and Student 2016","Logitech 3-button Mouse","Brother Printer Toner","Belkin Mouse Pad","Smart Light Bulb","monitor","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","Dell Wired Keyboard","Microsoft Basic Optical Mouse","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","monitor","desktop","3-Button Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Logitech Wireless Mouse","Logitech 3-button Mouse","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Etekcity Power Extension Cord Cable","Apple MacBook Pro","Microsoft Headset","Logitech ClearChat Headset","Brother Printer","iPad Pro ","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDMI Cable 6ft","ASUS Chromebook","Apple Magic Keyboard","Sonos","desktop","Redragon Gaming Mouse","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","3-Button Mouse","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","Epson Printer","Halter Acrylic Monitor Stand","Slim Wireless Mouse","PC Gaming Headset","Zombie Gaming Headset","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","3-Button Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","ASUS Chromebook","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","desktop","Logitech 3-button Mouse","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","3-Button Mouse","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Apple Wireless Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dell KM117 Wireless Keyboard & Mouse","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","desktop","desktop","monitor","desktop","Microsoft Basic Optical Mouse","laptop","","","","","","","","","","","","","","","","","","","","","","","",""
"Dell KM117 Wireless Keyboard & Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","monitor","Belkin Mouse Pad","Audio Cable","laptop","monitor","Halter Mesh Metal Monitor Stand","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","desktop","Microsoft Office Home and Student 2016","Etekcity Power Extension Cord Cable","EagleTec Wireless Combo Keyboard and Mouse","laptop","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","XIBERIA Gaming Headset","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","desktop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","monitor","Alienware Laptop","3-Button Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rii LED Gaming Keyboard & Mouse Combo ","desktop","Apple MacBook Pro","monitor","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Apple MacBook Pro","Apple Earpods","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cambridge Bluetooth Speaker","Apple Wireless Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","Epson Printer","Microsoft Office Home and Student 2016","desktop","Etekcity Power Extension Cord Cable","Belkin Mouse Pad","Full Motion Monitor Mount","monitor","1TB Portable External Hard Drive","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Computer Game","Logitech MK550 Wireless Wave Keyboard and Mouse Combo","Epson Printer","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HP Black & Tri-color Ink ","Epson Black Ink","Epson Printer","desktop","Etekcity Power Extension Cord Cable","laptop","monitor","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple MacBook Pro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","Computer Game","desktop","desktop","Kindle ","Zombie Gaming Headset","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Wireless Keyboard","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","Apple Magic Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Slim Wireless Mouse","monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","Alienware Laptop","desktop"," desktop ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Eluktronics Pro Gaming Laptop","laptop","desktop","Computer Game","Apple Magic Keyboard","Mackie CR Speakers","Apple Wireless Keyboard","laptop","","","","","","","","","","","","","","","","","","","","","","",""
"Zombie Gaming Headset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Logitech MK270 Wireless Keyboard and Mouse Combo","Rokono Mini Speaker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Panasonic In-Ear Headphone ","desktop","Logitech 3-button Mouse","monitor","laptop","Dell KM117 Wireless Keyboard & Mouse","Wireless Portable Mouse","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","",""
"HP Wireless Mouse","Eluktronics Pro Gaming Laptop","laptop","desktop","monitor","laptop","monitor","Cyber Acoustics","Etekcity Power Extension Cord Cable","Zombie Gaming Headset","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","Logitech 3-button Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Earpods","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","Logitech MK270 Wireless Keyboard and Mouse Combo","desktop","desktop","3-Button Mouse","Apple Earpods","desktop","1TB Portable External Hard Drive","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","Apple MacBook Pro","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","desktop","Apple Wireless Keyboard","monitor","laptop","USB Cable","iPad Pro ","Rokono Mini Speaker","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","",""
"Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASUS Chromebook","laptop","desktop","monitor","Logitech 3-button Mouse","Zombie Gaming Headset","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Apple Magic Keyboard","desktop","Apple Earpods","Wireless Portable Mouse","iPad","DYMO Labeling Tape ","","","","","","","","","","","","","","","","","","","","","","","","",""
"Dell Wired Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","monitor","laptop","desktop","Etekcity Power Extension Cord Cable","Microsoft Basic Optical Mouse","laptop","Microsoft Headset","JBL Splashproof Portable Bluetooth Speaker","","","","","","","","","","","","","","","","","","","","","",""
"Logitech Wireless Mouse","Apple MacBook Pro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","HP Wireless Printer","Epson Printer","desktop","Belkin Mouse Pad","Apple MacBook Pro","Dell KM117 Wireless Keyboard & Mouse","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Apple Magic Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","Bose Companion Speakers","Dell Wired Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eluktronics Pro Gaming Laptop","desktop","Epson Printer","desktop","laptop","EagleTec Wireless Combo Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eluktronics Pro Gaming Laptop","laptop","desktop","Epson Printer","Microsoft Office Home and Student 2016","Apple Earpods","JBL Splashproof Portable Bluetooth Speaker","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop"," desktop ","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ailihen Stereo Headphones","laptop","3-Button Mouse","Belkin Mouse Pad","Apple Wireless Keyboard","desktop","Samsung Galaxy Tablet","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","desktop","Wireless Portable Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Logitech Wireless Mouse","HP Wireless Printer","Brother Printer Toner","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3-Button Mouse","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","Dell KM117 Wireless Keyboard & Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","laptop","desktop","desktop","desktop","Logitech MK550 Wireless Wave Keyboard and Mouse Combo"," desktop ","Microsoft Office Home and Student 2016","Mackie CR Speakers","desktop","Ethernet Cable","desktop","monitor","Brother Printer","","","","","","","","","","","","","","","","",""
"EagleTec Wireless Combo Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Alienware Laptop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","HP Wireless Printer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","Slim 2TB Portable External Hard Drive","Logitech 3-button Mouse","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Rii LED Gaming Keyboard & Mouse Combo ","Large Mouse Pad","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","laptop","Apple Wireless Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Logitech MK360 Wireless Keyboard and Mouse Combo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","desktop","desktop","Belkin Mouse Pad","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Epson Printer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","monitor"," desktop ","monitor","Etekcity Power Extension Cord Cable","Belkin Mouse Pad","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","HDMI Cable 6ft","desktop","laptop","desktop","Koss Home Headphones","Epson Printer","desktop","desktop","Smart Light Bulb","","","","","","","","","","","","","","","","","","","","","",""
"Alienware Laptop","desktop","","Apple Earpods","Zombie Gaming Headset","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eluktronics Pro Gaming Laptop","laptop","Computer Game","desktop","Apple MacBook Pro","DYMO Label Manker  ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cyber Acoustics","Microsoft Wireless Comfort Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","desktop","XIBERIA Gaming Headset","Rii LED Keyboard","laptop","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","laptop","HP Wireless Printer","monitor","JBL Splashproof Portable Bluetooth Speaker","monitor","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Logitech MK270 Wireless Keyboard and Mouse Combo","laptop","monitor","HP Wireless Printer","desktop","iPad Pro ","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","desktop","desktop","Slim 2TB Portable External Hard Drive","Koss Home Headphones","Epson Printer","monitor","laptop","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Wireless Keyboard","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Microsoft Wireless Comfort Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","desktop","Apple MacBook Pro","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","laptop","Logitech Wireless Mouse","desktop","Logitech Stereo Headset ","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASUS Chromebook","HP Black & Tri-color Ink ","Rii LED Gaming Keyboard & Mouse Combo ","DYMO Labeling Tape ","Etekcity Power Extension Cord Cable","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","monitor","HP Wireless Printer","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Apple Earpods","Microsoft Headset","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Google Home","Apple MacBook Pro","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kensington Headphones ","laptop","Epson Printer","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slim 2TB Portable External Hard Drive","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eluktronics Pro Gaming Laptop","monitor","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","3-Button Mouse","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Kensington Headphones ","laptop","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDMI Cable 6ft","desktop","laptop","desktop","monitor","Logitech 3-button Mouse","monitor","laptop","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Alienware Laptop","Logitech Wireless Keyboard","Slim Wireless Mouse","Microsoft Wireless Comfort Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","HP Wireless Printer","Apple Earpods","Slim Wireless Mouse","Wireless Portable Mouse","Rii LED Keyboard","laptop","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop"," desktop ","Generic Black 3-Button","HP USB Keyboard ","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HP Wireless Printer","Sonos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Koss Home Headphones","Apple Wireless Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","Apple MacBook Pro","Wireless Portable Mouse","JBL Splashproof Portable Bluetooth Speaker","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDMI Cable 6ft","desktop","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","Sonos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","Apple MacBook Pro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Earpods","laptop","laptop","Computer Game","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HP Black & Tri-color Ink ","iPad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","HDMI Cable 6ft","desktop","desktop","monitor","laptop","desktop","monitor","monitor","desktop","Apple Magic Keyboard","Koss Home Headphones","Panasonic In-Ear Headphone "," desktop ","Cambridge Bluetooth Speaker","Ailihen Stereo Headphones","Microsoft Office Home and Student 2016","monitor","desktop","Generic Black 3-Button","monitor","laptop","Wireless Portable Mouse","","","","","","","","",""
"desktop","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor"," desktop ","Brother Printer Toner","3TB Portable External Hard Drive","Rii LED Keyboard","desktop","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","desktop","Apple Wired Keyboard","Belkin Mouse Pad","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HP USB Keyboard ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","Large Mouse Pad","Zombie Gaming Headset","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASUS Chromebook","desktop","monitor","desktop","HP Wireless Printer","Apple Wired Keyboard","Logitech 3-button Mouse","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","ASUS Chromebook","desktop","HP Black & Tri-color Ink ","laptop","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","Bose Companion Speakers","Belkin Mouse Pad","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","Large Mouse Pad","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Apple MacBook Pro","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Microsoft Headset","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","laptop","desktop","JBL Splashproof Portable Bluetooth Speaker","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","3-Button Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Logitech Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","3-Button Mouse","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","desktop","Apple MacBook Pro","Apple Earpods","","Brother Printer","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Epson Black Ink","desktop","Apple Wireless Keyboard","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","laptop","desktop","Apple Earpods","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"desktop","Slim 2TB Portable External Hard Drive","Bose Companion Speakers","Apple Earpods","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","monitor","ASUS Chromebook","desktop","desktop","Belkin Mouse Pad","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slim 2TB Portable External Hard Drive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Slim 2TB Portable External Hard Drive","desktop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple MacBook Pro","monitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Apple TV","2TB Portable External Hard Drive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Apple Earpods","Backlit LED Gaming Keyboard","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","ASUS Chromebook","laptop","laptop","desktop","Alienware Laptop","Apple Magic Keyboard","Slim 2TB Portable External Hard Drive","Logitech MK550 Wireless Wave Keyboard and Mouse Combo","desktop","Apple TV","Canon Ink ","","","","","","","","","","","","","","","","","","","",""
"desktop","Backlit LED Gaming Keyboard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"laptop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"monitor","Panasonic In-Ear Headphone ","desktop","Apple Earpods","laptop","Microsoft Wireless Desktop Keyboard and Mouse","","","","","","","","","","","","","","","","","","","","","","","","","",""
